columbiana, ohio,0,0,0,0,1,2,3,2,3,4,5,6,8,10,14,16,19,22,26,27,30,33,32,32,36,40,40,39,42,37,38,38,37
darke, ohio,0,0,0,0,0,0,1,4,4,7,7,9,8,8,6,7,8,9,9,9,10,10,8,8,7,7,6,7,4,4,2,1,0
huron, ohio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,6,6
ashland, ohio,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clark, ohio,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,3,3,3,4,5,4,4,4,5,5,5,4,4,4,4,4,3
richland, ohio,0,1,1,1,1,1,1,1,1,2,2,2,4,5,6,6,7,7,7,9,9,11,10,10,11,12,15,14,13,13,14,14,14
marion, ohio,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,7,8,11,12,14,15,28,34,53,91,144,338,635,717,736,832,942,1066
licking, ohio,0,0,0,1,3,4,4,6,7,7,9,10,15,16,17,18,19,24,24,23,23,24,22,22,22,20,18,17,14,13,11,8,3
union, ohio,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
erie, ohio,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,2,3,4,4,5,6,7,8,9,7,8,9,10
gallia, ohio,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
madison, ohio,0,0,0,0,0,0,0,0,1,0,1,2,3,4,4,4,5,6,6,5,5,5,5,5,6,6,6,6,5,4,4,3,2
carroll, ohio,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,0
clinton, ohio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,4,5,4,4,4,4,4,3,3
greene, ohio,0,1,1,1,1,1,1,1,1,2,2,2,3,4,5,7,7,7,7,8,9,10,9,8,8,8,10,9,9,7,6,6,6
hancock, ohio,0,0,0,0,0,0,0,0,1,1,2,2,2,3,4,4,5,5,5,5,5,5,5,6,6,6,7,7,7,6,6,5,5
portage, ohio,1,2,2,3,5,7,10,11,13,15,19,20,24,27,30,31,32,30,32,34,33,32,29,30,28,26,24,22,20,13,9,3,0
wood, ohio,1,1,1,2,3,4,5,5,6,6,7,8,9,11,13,14,13,13,15,15,15,13,15,14,15,15,14,14,10,10,10,8,7
washington, ohio,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,9,10,10,10,10,10,10,9,10,10,10,12,12,12,10,10,10
knox, ohio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
fairfield, connecticut,62,101,154,175,224,275,392,462,597,631,667,863,892,963,1193,1299,1274,1459,1532,1564,1549,1605,1584,1476,1520,1559,1436,1318,1437,1189,1085,1090,711
hartford, connecticut,7,16,26,34,52,66,83,101,120,143,166,211,221,227,271,313,307,428,463,517,526,615,624,627,680,692,695,718,801,773,769,824,738
new haven, connecticut,12,29,41,51,71,76,91,124,170,200,211,296,334,377,480,530,519,677,724,817,887,1006,1025,1024,1120,1211,1218,1198,1240,1188,1204,1307,1203
tolland, connecticut,2,2,5,7,7,8,9,12,12,14,14,18,22,22,24,26,26,36,37,43,44,48,47,46,53,56,56,55,56,51,52,55,47
litchfield, connecticut,1,4,8,12,15,20,28,36,39,42,45,55,57,61,71,79,77,92,98,108,107,117,110,111,114,121,117,110,104,92,87,87,62
middlesex, connecticut,2,2,4,4,6,7,10,14,16,19,21,27,29,32,39,44,44,56,65,80,83,93,94,94,95,101,102,100,97,97,97,105,92
new london, connecticut,1,2,3,4,5,6,6,7,7,8,8,10,16,15,18,25,25,42,46,56,57,68,68,70,74,86,90,94,96,97,100,108,101
windham, connecticut,1,1,1,1,1,1,2,3,3,6,7,9,10,10,13,14,14,17,19,21,21,26,27,27,25,25,25,24,26,25,24,26,23
mecklenburg, north carolina,20,36,46,58,77,91,103,119,132,140,170,194,210,215,240,259,259,257,265,260,257,248,232,222,234,209,183,157,147,119,81,36,0
wake, north carolina,0,5,7,16,24,24,32,39,48,55,68,76,79,86,90,103,104,109,104,110,126,122,122,125,118,109,104,97,86,72,53,41,20
durham, north carolina,0,10,11,18,18,25,25,25,30,31,38,42,49,50,52,62,60,62,63,69,65,69,73,76,80,77,73,62,69,60,54,42,32
forsyth, north carolina,0,1,1,2,4,7,8,10,10,15,17,23,26,26,30,32,32,33,32,31,29,29,29,30,25,22,16,14,12,10,3,0,0
union, north carolina,1,3,5,6,8,8,9,9,10,12,15,17,19,19,22,25,25,25,26,25,25,25,24,24,26,27,26,25,26,25,21,19,15
guilford, north carolina,0,2,4,5,7,8,10,12,13,15,20,24,25,26,29,34,32,32,32,33,33,32,30,32,34,31,28,24,21,25,19,14,8
harnett, north carolina,1,1,1,1,1,1,2,2,3,3,3,3,5,5,7,7,7,7,7,8,9,10,11,11,11,10,10,9,10,6,6,6,6
cabarrus, north carolina,0,1,1,2,3,6,6,8,11,11,12,15,17,18,20,22,23,22,23,27,28,45,50,52,50,48,44,41,37,35,36,34,33
brunswick, north carolina,2,3,3,3,3,3,3,4,5,5,7,7,7,7,8,8,8,9,9,10,10,10,9,8,7,5,4,3,2,1,1,0,0
iredell, north carolina,2,2,3,4,5,6,7,8,8,8,12,12,14,15,18,18,18,19,20,22,21,20,18,18,19,17,16,14,12,12,11,7,5
orange, north carolina,0,0,2,3,6,6,8,8,9,9,10,12,15,15,20,22,25,29,30,40,43,42,43,42,46,44,45,43,41,36,35,34,29
carteret, north carolina,0,0,0,0,0,1,1,2,2,3,3,4,4,4,6,6,6,6,6,6,6,6,5,5,4,4,3,3,2,0,0,0,0
new hanover, north carolina,0,2,2,3,3,6,6,7,9,9,12,12,12,14,14,15,14,14,14,14,13,13,11,10,10,8,6,4,2,0,0,0,0
buncombe, north carolina,4,5,5,6,6,7,7,7,8,8,8,11,11,11,12,11,11,11,9,9,8,6,4,4,5,6,2,0,0,0,0,0,0
cherokee, north carolina,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0
franklin, north carolina,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,4,4,8,8,21,22,20,17,16,15,15,14,14,11,12,11,11
chatham, north carolina,0,0,1,2,3,3,3,3,4,4,5,5,6,6,6,6,7,7,6,9,18,20,22,22,21,21,26,32,34,34,37,39,42
johnston, north carolina,0,0,1,1,0,0,0,0,1,2,3,4,6,6,7,10,10,10,18,22,24,25,26,22,22,22,23,21,20,17,15,15,13
onslow, north carolina,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,5,6,6,7,9,9,9,10,9,9,9,8,7,6,5,5,5,4
wilson, north carolina,1,1,2,2,2,2,3,4,4,5,6,7,9,9,9,10,11,11,12,16,18,19,20,21,22,26,29,28,28,27,27,28,27
gaston, north carolina,1,1,2,4,6,6,7,8,9,10,10,12,13,14,18,17,18,20,20,21,21,22,21,22,21,24,22,20,18,16,15,15,12
pitt, north carolina,3,3,3,4,4,5,7,9,11,11,12,13,14,14,14,15,17,19,20,21,21,20,20,20,22,23,22,22,20,18,17,15,12
cumberland, north carolina,0,1,2,2,2,2,4,5,6,8,9,12,14,15,16,21,21,22,23,25,26,25,24,24,23,24,25,22,20,23,19,18,14
craven, north carolina,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,0,0,0
watauga, north carolina,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0
moore, north carolina,0,0,0,0,0,1,2,2,2,2,3,3,3,3,2,4,10,17,23,26,26,26,26,27,26,25,26,25,24,23,22,17,12
rowan, north carolina,2,2,2,4,4,3,5,5,7,7,9,11,13,14,16,19,19,21,21,32,34,64,64,64,62,62,65,63,63,59,61,64,63
alamance, north carolina,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,5,7,7,8,8,9,20,21,21,21,20,20,20,19,21,22,21,22
wayne, north carolina,0,0,0,0,0,0,0,0,0,0,1,2,2,3,6,9,9,13,14,20,20,21,21,24,28,78,123,152,189,188,210,236,262
sampson, north carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,4,4,5,5,5,5,6,6,5,6,7,6
lincoln, north carolina,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,4,4,5,5,4,3
hoke, north carolina,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,3,3,2,2,2,2,1,0
davidson, north carolina,1,1,1,1,4,5,6,6,8,15,15,18,19,20,21,23,24,25,26,25,24,23,23,23,18,17,14,13,12,10,2,1,0
pasquotank, north carolina,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,6,5,5,5,6
lee, north carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,7,7,8,9,11,12,14,16
catawba, north carolina,3,3,3,5,5,5,6,6,6,7,7,8,9,10,10,10,10,10,9,10,10,9,9,10,8,10,8,6,6,6,5,5,3
chowan, north carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
henderson, north carolina,1,1,1,2,2,3,4,4,6,6,7,6,7,16,16,15,15,16,15,18,20,26,26,24,25,22,22,25,22,18,19,19,19
robeson, north carolina,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,3,5,4,4,5,7,8,9,10
hyde, north carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
granville, north carolina,0,0,0,0,1,1,2,2,3,5,6,7,8,13,27,27,29,29,30,30,30,30,31,31,31,28,28,27,24,14,12,10,8
davie, north carolina,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,4,4,4,5,5,4,4,4,3,3,3,2,2,2,0,0,0,0
montgomery, north carolina,0,0,0,1,1,1,1,1,2,1,1,2,3,3,3,3,4,4,4,4,4,4,5,5,5,5,4,4,4,3,3,2,2
nash, north carolina,0,1,1,1,1,1,1,1,3,4,4,6,7,8,8,9,8,9,10,11,11,12,12,12,13,15,14,16,15,16,16,17,16
scotland, north carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3
montgomery, maryland,11,16,23,36,51,67,83,97,113,134,148,169,195,210,240,263,332,368,417,457,473,498,526,527,573,596,590,586,601,592,595,561,543
prince george's, maryland,7,12,17,26,42,59,76,90,106,128,151,182,210,254,294,327,420,473,545,599,623,663,694,736,788,841,861,881,913,913,942,921,922
baltimore, maryland,7,9,12,22,30,43,50,58,72,94,115,141,163,196,212,212,284,319,340,366,383,412,403,428,417,415,413,412,430,409,418,367,340
baltimore city, maryland,7,10,14,21,27,35,39,47,59,71,86,101,110,127,141,147,183,202,211,227,239,253,274,297,317,337,351,336,354,338,348,332,326
howard, maryland,2,3,5,10,15,19,22,26,33,42,46,51,55,62,67,74,86,92,96,103,107,108,109,110,109,112,116,112,110,107,99,91,85
anne arundel, maryland,2,3,5,8,16,25,29,33,38,49,64,78,90,100,107,116,146,158,170,184,187,205,220,236,245,251,243,241,247,252,252,229,224
harford, maryland,0,0,0,1,4,5,6,6,6,9,10,11,12,15,16,17,26,31,33,33,35,39,40,42,42,44,45,48,51,50,49,45,44
charles, maryland,0,0,1,2,4,5,7,9,11,17,22,29,31,36,42,44,54,58,71,74,76,81,84,88,89,86,83,88,88,82,81,76,70
carroll, maryland,1,1,1,2,3,3,28,27,30,31,33,41,42,43,44,42,50,56,59,54,62,47,50,50,57,56,55,39,43,40,38,29,2
calvert, maryland,0,1,1,2,3,3,4,5,6,7,8,11,12,14,14,14,19,22,25,27,30,31,32,32,31,31,29,28,26,24,24,20,16
wicomico, maryland,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,4,5,5,7,9,12,17,19,23,27,33,44,45,52,55,60,66,73
worcester, maryland,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,4,5,5,5,5,5,6,7,8,8,8,8,8,8,7
talbot, maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2
frederick, maryland,3,3,4,6,6,8,9,10,12,12,14,17,24,40,46,50,67,78,92,108,115,131,138,131,147,153,154,161,157,153,163,161,163
caroline, maryland,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,4,4,4,4,5,6,7,7,7,7,9,11,10,12,12,12,13,14
queen anne's, maryland,0,0,0,0,0,1,1,1,1,2,2,3,3,3,4,4,4,4,4,5,4,4,4,3,2,2,1,1,1,1,1,1,0
somerset, maryland,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
washington, maryland,1,1,2,2,2,2,2,2,3,4,5,8,9,11,12,14,19,20,22,23,24,30,31,33,33,35,30,30,30,29,28,26,25
st. mary's, maryland,0,0,0,1,1,2,2,2,4,5,8,9,10,12,12,14,19,20,22,23,25,29,27,26,24,23,26,26,24,21,21,15,14
james city, virginia,2,3,4,7,9,12,14,15,21,23,24,26,28,30,30,30,30,29,28,27,24,22,21,17,15,14,10,7,4,0,0,0,0
fairfax, virginia,12,13,24,25,41,51,62,75,82,97,111,126,131,145,167,179,186,215,242,289,303,347,352,371,380,391,425,474,488,520,535,559,564
arlington, virginia,8,9,12,15,18,22,24,25,31,36,39,41,46,57,65,75,80,87,96,107,110,114,117,117,112,119,124,137,128,127,122,122,123
prince william, virginia,0,2,5,6,9,12,18,20,25,29,33,38,48,54,60,75,83,93,105,122,119,131,154,158,170,187,200,202,212,229,235,245,251
virginia beach, virginia,0,0,2,3,4,6,11,12,17,25,33,39,50,54,57,65,67,70,71,74,75,74,74,71,65,57,53,42,38,34,22,12,0
loudoun, virginia,0,1,2,4,9,13,15,15,24,30,36,39,46,52,59,66,75,82,82,86,88,92,98,97,94,88,94,91,94,88,81,73,70
chesterfield, virginia,1,1,1,1,1,1,1,4,12,18,23,29,35,36,36,43,49,53,60,68,70,70,78,77,77,82,84,80,84,84,82,81,80
henrico, virginia,3,2,4,4,6,7,10,11,17,23,26,35,57,64,69,89,97,105,113,120,91,94,104,97,104,108,110,100,97,97,82,80,68
richmond, virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,17,19,22,26
alexandria, virginia,1,2,2,4,5,6,8,8,9,10,10,18,22,24,31,42,47,49,56,60,63,74,77,78,80,94,99,104,114,121,124,132,138
stafford, virginia,1,1,1,3,3,3,3,6,7,8,8,9,12,13,14,16,16,18,19,21,23,28,29,33,35,38,42,43,43,41,42,46,48
york, virginia,0,0,1,1,1,1,1,2,3,4,4,4,5,5,5,6,6,6,6,7,8,9,9,8,8,8,8,9,8,7,6,6,6
williamsburg, virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,1,1
charlottesville, virginia,0,0,0,1,2,2,2,2,2,3,3,3,4,5,5,5,5,6,6,7,7,8,9,9,8,8,8,7,6,5,4,4,3
norfolk, virginia,2,3,3,3,3,4,5,6,10,12,13,15,19,20,20,24,25,27,28,29,28,30,28,24,24,24,22,18,17,16,12,10,5
spotsylvania, virginia,0,0,0,0,0,0,0,1,1,1,1,2,4,6,7,8,9,10,12,13,14,14,15,16,16,18,19,18,17,17,18,19,19
goochland, virginia,0,0,0,0,0,1,1,1,1,1,2,2,3,5,6,8,8,8,9,9,11,13,13,13,13,16,17,16,16,17,17,17,18
albemarle, virginia,0,0,1,2,3,6,6,7,8,8,9,10,10,12,13,14,15,15,14,15,13,14,14,14,14,14,11,11,10,10,9,6,5
gloucester, virginia,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,3,3,4,4,3,3,3,3,3,3,3,3,2,2,1,0,0
newport news, virginia,0,0,0,1,2,2,3,3,5,7,8,9,13,14,15,16,17,18,18,19,20,22,23,22,20,19,18,14,13,10,7,5,2
lee, virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
rockingham, virginia,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,4,4,8,12,12,14,16,20,20,24,30,29,31,37,39,42,46
culpeper, virginia,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,3,4,4,5,5,6,7,9,10,13,18,20,22,24
hanover, virginia,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,5,6,8,9,11,11,11,15,15,18,21,23,24,26,26,27,28,28
prince edward, virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,4,4,4,4,5,5,6,7
harrisonburg, virginia,0,0,0,0,1,1,1,1,1,2,4,6,6,7,8,8,11,12,18,25,26,28,31,33,38,70,75,76,80,83,91,97,105
charles city, virginia,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
botetourt, virginia,0,0,0,0,0,0,0,1,1,1,2,2,4,4,4,5,5,5,6,6,6,6,5,5,5,4,4,3,2,2,1,0,0
suffolk, virginia,0,0,0,0,0,0,0,1,1,1,1,2,6,7,9,10,10,10,11,13,16,17,19,19,21,22,25,26,25,30,33,36,39
accomack, virginia,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,3,2,3,5,7,10,12,12,13,14,16
mecklenburg, virginia,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,6,14,16,17,18,18,18,19,19,19,19,18,19,20,20,18
rockbridge, virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
isle of wight, virginia,0,0,0,0,0,0,0,0,0,0,1,2,4,4,5,5,5,5,5,6,7,8,17,17,18,19,23,22,22,21,23,24,25
franklin, virginia,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0
danville, virginia,0,0,0,0,1,1,1,1,1,1,2,3,4,4,4,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,3
bedford, virginia,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,3,3,2,2,2,2,2,2,2,1,0,0
amherst, virginia,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0
fluvanna, virginia,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,3,4,5,4,5,6,7,13,21,21,21,21,21,21,20,22,23,24
louisa, virginia,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,5,6,6,6,6,6,5,6,6,6,5,5,4,4,4
hinds, mississippi,4,6,8,10,12,15,18,18,26,33,36,43,43,48,49,52,53,59,63,66,69,70,70,67,69,69,65,65,63,57,50,46,32
desoto, mississippi,5,7,9,14,19,19,21,21,26,30,33,36,38,43,44,44,44,44,44,41,43,43,45,43,41,36,35,35,31,24,17,13,6
harrison, mississippi,6,7,7,9,9,10,12,12,13,14,15,21,20,21,23,25,24,27,26,27,27,25,27,29,28,27,24,22,21,20,16,15,8
forrest, mississippi,0,1,1,1,1,2,2,2,3,5,4,5,6,8,9,14,13,16,18,22,25,28,30,32,35,36,34,34,33,33,31,34,32
pearl river, mississippi,2,2,2,3,4,6,7,7,8,9,10,12,12,14,14,14,15,19,20,20,18,17,19,22,24,24,21,22,23,22,21,19,14
madison, mississippi,2,3,4,5,6,7,10,10,12,16,17,20,21,23,22,24,24,25,26,26,26,25,25,24,22,23,20,19,19,18,13,12,6
leflore, mississippi,1,1,2,2,2,3,3,3,4,4,4,4,4,2,2,2,3,4,8,8,8,9,9,8,10,13,14,19,21,20,21,22,24
coahoma, mississippi,1,2,2,4,4,4,4,4,5,5,5,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,5,5,4,3,2,0
tippah, mississippi,2,3,3,4,4,4,6,6,7,8,8,8,8,9,9,8,7,7,7,7,6,5,5,4,3,3,1,0,0,0,0,0,0
rankin, mississippi,1,3,5,5,7,8,9,9,11,14,15,20,21,23,24,25,23,23,23,24,25,24,24,24,25,25,21,19,19,17,13,12,5
holmes, mississippi,0,0,0,0,1,2,2,2,3,3,3,3,3,4,4,4,5,6,9,9,9,10,11,12,12,11,12,12,12,11,10,9,9
lee, mississippi,2,3,4,4,4,4,5,5,6,6,6,7,8,9,8,10,10,10,10,10,9,9,8,7,7,7,7,7,7,6,4,3,1
jackson, mississippi,2,3,4,5,8,11,11,11,13,17,18,24,25,26,29,32,32,35,39,38,36,38,41,48,47,45,40,40,40,35,29,26,19
lafayette, mississippi,0,1,1,2,2,2,3,3,3,3,3,5,5,5,5,6,6,6,6,6,6,6,6,7,8,8,6,13,14,13,14,15,14
copiah, mississippi,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,6,6,7,7,7,8,8,8,8,9,8,9,10,10,9
hancock, mississippi,0,0,0,0,1,1,3,3,3,4,5,7,8,8,8,8,8,9,7,7,8,6,8,9,8,7,6,4,4,4,2,1,0
lincoln, mississippi,0,0,0,1,1,2,2,2,3,4,4,4,4,5,6,6,8,9,11,11,11,12,14,22,21,24,26,26,28,27,28,29,31
lowndes, mississippi,2,2,2,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,6,6,6,6,6,7,6,5,5,5,5,5,5,5
bolivar, mississippi,1,1,1,2,3,4,4,4,7,8,9,11,12,15,17,18,18,18,19,20,21,21,21,18,18,18,17,18,16,12,10,10,8
wilkinson, mississippi,0,0,0,0,0,1,1,1,2,3,3,5,5,7,7,8,8,9,9,9,10,11,11,11,10,10,8,7,7,6,5,5,3
franklin, mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
marshall, mississippi,0,0,0,1,2,3,4,4,4,4,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,6,6,5,5,4,3,2,1
pike, mississippi,1,2,3,4,4,4,5,5,6,7,7,7,8,9,10,11,10,10,11,14,16,17,17,18,20,24,25,26,28,26,28,30,31
itawamba, mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,4,4,6,6,7,8,9
washington, mississippi,1,1,1,2,3,4,5,5,6,7,9,10,10,12,13,13,12,14,14,14,15,15,15,16,17,15,14,13,12,10,9,6,3
monroe, mississippi,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,4,4,6,6,8,10,10,10,13,15,16,16,17,19,23,25,26,27
walthall, mississippi,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,3,2,2,2,2,2,1,0,0
winston, mississippi,0,0,0,0,0,0,0,0,1,2,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,6,6,7,8,6,6,6,6
lawrence, mississippi,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,3,4,4,4,4,4,4
grenada, mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,5,5,5,5,5
panola, mississippi,0,0,0,1,1,1,1,1,1,1,1,1,2,4,4,5,5,6,6,5,5,5,6,6,6,6,7,8,7,6,6,7,7
tunica, mississippi,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,2,2,2,2,2,3,3,3,2,2,2,3,3,3,1,1,1,1
oktibbeha, mississippi,3,3,4,5,6,7,7,7,8,8,9,10,10,11,11,10,10,11,11,10,10,9,9,10,9,7,5,4,3,2,1,0,0
sunflower, mississippi,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,5,5,7,7,7,6,6,6,6,6,6,6,4,4,4,3,2,0
perry, mississippi,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,2,2,2,1,1,0
jones, mississippi,0,0,0,0,0,1,2,2,2,2,2,3,3,4,5,5,5,6,8,10,11,12,13,13,15,18,19,21,22,23,25,27,28
smith, mississippi,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,4,4,4,6,6,7,8,10,10,9,10,12,11,12,13,12,13
yazoo, mississippi,0,1,1,1,1,1,1,1,2,2,3,3,5,9,9,9,11,14,17,18,20,20,20,19,21,24,25,25,23,25,27,27,26
humphreys, mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1
webster, mississippi,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,0,0,0
adams, mississippi,1,1,1,1,2,2,2,2,3,3,4,4,5,6,6,8,8,8,13,15,16,18,20,18,19,18,17,19,19,20,19,20,21
clay, mississippi,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,3,4,5,5,5,6,6,6,6,5,6,6,6,5,5,5,5
george, mississippi,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2
attala, mississippi,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,1,1,1,1,1,2,2,3,3,3,5,6,6,7,7
leake, mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,6,6,6,6,9,12,15,16,20,22,26,29,33,35
simpson, mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,6,7,8,9,10
union, mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
chickasaw, mississippi,2,3,3,3,4,4,4,4,5,6,5,5,5,5,5,4,4,5,5,5,5,7,7,7,8,8,7,7,6,7,7,7,6
montgomery, mississippi,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0
pontotoc, mississippi,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
scott, mississippi,0,0,0,0,1,1,1,1,2,3,3,4,4,6,6,9,9,12,13,14,14,15,16,21,28,27,29,37,42,44,46,51,53
tate, mississippi,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,2,2,3,1,0,0,0
marion, indiana,0,25,48,71,136,169,201,244,296,346,409,446,495,559,628,684,709,719,747,742,764,786,739,724,705,672,652,669,632,561,458,376,298
hamilton, indiana,0,2,4,8,12,16,23,31,38,53,63,68,84,95,107,113,117,117,125,124,132,131,124,123,110,106,104,94,84,71,51,34,24
johnson, indiana,0,0,2,6,8,12,19,22,29,35,38,41,45,50,60,65,69,71,72,74,82,81,77,74,67,69,72,68,65,54,47,42,33
