lee, florida,1,1,1
osceola, florida,0,0,0
seminole, florida,1,1,1
st. johns, florida,0,0,0
sarasota, florida,2,2,2
okaloosa, florida,0,0,0
volusia, florida,1,1,1
manatee, florida,3,3,3
pasco, florida,0,0,0
polk, florida,1,1,1
citrus, florida,0,0,0
indian river, florida,0,1,1
clay, florida,0,0,0
brevard, florida,1,1,1
lake, florida,0,0,0
leon, florida,0,0,0
sumter, florida,1,0,0
hernando, florida,0,0,0
santa rosa, florida,0,0,0
escambia, florida,1,1,1
walton, florida,0,0,0
marion, florida,0,0,0
st. lucie, florida,1,1,1
charlotte, florida,1,1,1
martin, florida,0,0,0
baker, florida,0,0,0
putnam, florida,0,0,0
columbia, florida,0,0,0
gadsden, florida,0,0,0
nassau, florida,0,0,0
jackson, florida,0,0,0
monroe, florida,0,0,0
bay, florida,0,0,0
highlands, florida,0,0,0
bradford, florida,0,0,0
desoto, florida,0,0,0
flagler, florida,0,0,0
orleans, louisiana,3,2,1
jefferson, louisiana,10,9,7
st. tammany, louisiana,5,5,5
east baton rouge, louisiana,6,6,6
caddo, louisiana,6,7,7
st. bernard, louisiana,0,0,0
ascension, louisiana,1,1,1
lafourche, louisiana,2,2,3
terrebonne, louisiana,2,2,2
st. john the baptist, louisiana,2,1,1
st. charles, louisiana,1,0,0
lafayette, louisiana,1,1,0
bossier, louisiana,1,0,0
plaquemines, louisiana,0,0,0
calcasieu, louisiana,2,2,2
west baton rouge, louisiana,0,0,0
st. landry, louisiana,2,3,3
tangipahoa, louisiana,2,2,1
washington, louisiana,1,1,1
iberia, louisiana,1,1,1
iberville, louisiana,1,1,1
livingston, louisiana,1,1,1
rapides, louisiana,0,0,0
de soto, louisiana,0,0,0
evangeline, louisiana,0,0,0
ouachita, louisiana,1,1,1
st. james, louisiana,1,1,1
assumption, louisiana,0,0,0
webster, louisiana,0,0,0
catahoula, louisiana,0,0,0
avoyelles, louisiana,1,1,1
beauregard, louisiana,0,0,0
bienville, louisiana,1,1,1
claiborne, louisiana,0,0,0
st. mary, louisiana,2,2,2
acadia, louisiana,0,0,0
middlesex, massachusetts,42,45,49
suffolk, massachusetts,29,32,35
norfolk, massachusetts,29,32,35
essex, massachusetts,23,24,26
worcester, massachusetts,12,13,14
plymouth, massachusetts,14,14,15
barnstable, massachusetts,1,1,1
bristol, massachusetts,9,10,10
berkshire, massachusetts,1,1,1
hampden, massachusetts,21,23,24
franklin, massachusetts,1,0,0
hampshire, massachusetts,1,1,1
dukes and nantucket, massachusetts,0,0,0
dallas, texas,3,3,3
harris, texas,5,5,5
travis, texas,2,2,2
tarrant, texas,3,3,2
bexar, texas,2,1,1
collin, texas,1,1,1
denton, texas,1,0,0
fort bend, texas,1,1,1
mclennan, texas,0,0,0
brazoria, texas,0,0,0
montgomery, texas,0,0,0
brazos, texas,1,1,0
galveston, texas,2,2,2
smith, texas,0,0,0
bell, texas,0,0,0
lubbock, texas,3,3,4
williamson, texas,0,0,0
el paso, texas,1,1,1
hays, texas,0,0,0
cameron, texas,1,1,1
webb, texas,0,0,0
wichita, texas,0,0,0
matagorda, texas,0,0,0
ellis, texas,0,0,0
jefferson, texas,1,1,1
hockley, texas,0,0,0
johnson, texas,0,0,0
comal, texas,0,0,0
grimes, texas,0,0,0
brown, texas,0,0,0
randall, texas,0,0,0
castro, texas,0,0,0
hardin, texas,0,0,0
hidalgo, texas,0,0,0
atascosa, texas,0,0,0
gregg, texas,0,0,0
lavaca, texas,0,0,0
bowie, texas,0,0,0
rusk, texas,0,0,0
fannin, texas,0,0,0
dewitt, texas,0,0,0
van zandt, texas,0,0,0
crane, texas,0,0,0
lamar, texas,0,0,0
midland, texas,0,0,0
oldham, texas,0,0,0
milam, texas,0,0,0
kendall, texas,0,0,0
guadalupe, texas,0,0,0
fayette, texas,0,0,0
medina, texas,0,0,0
wharton, texas,0,0,0
nueces, texas,0,0,0
upshur, texas,0,0,0
deaf smith, texas,0,0,0
chambers, texas,0,0,0
liberty, texas,0,0,0
burnet, texas,0,0,0
walker, texas,0,0,0
fulton, georgia,3,3,3
cobb, georgia,2,2,2
bartow, georgia,1,1,1
dekalb, georgia,2,2,2
dougherty, georgia,4,4,3
gwinnett, georgia,3,3,3
cherokee, georgia,0,0,0
lee, georgia,0,0,0
carroll, georgia,1,1,1
clayton, georgia,1,1,1
richmond, georgia,1,1,1
floyd, georgia,1,1,1
fayette, georgia,0,0,0
clarke, georgia,0,0,0
hall, georgia,1,1,1
lowndes, georgia,0,0,0
coweta, georgia,0,0,0
henry, georgia,1,1,1
polk, georgia,0,0,0
gordon, georgia,0,0,0
newton, georgia,0,0,0
troup, georgia,0,0,0
forsyth, georgia,1,1,1
paulding, georgia,1,1,1
chatham, georgia,0,0,0
douglas, georgia,0,0,0
columbia, georgia,0,0,0
glynn, georgia,0,0,0
peach, georgia,0,0,0
lamar, georgia,0,0,0
whitfield, georgia,0,0,0
rockdale, georgia,0,0,0
early, georgia,1,1,1
laurens, georgia,0,0,0
muscogee, georgia,0,0,0
effingham, georgia,0,0,0
tift, georgia,1,1,1
spalding, georgia,0,0,0
worth, georgia,1,1,1
pickens, georgia,0,0,0
sumter, georgia,1,1,1
terrell, georgia,1,1,1
baldwin, georgia,0,0,0
charlton, georgia,0,0,0
houston, georgia,0,0,0
barrow, georgia,0,0,0
oconee, georgia,1,1,1
turner, georgia,1,1,1
bibb, georgia,0,0,0
miller, georgia,0,0,0
heard, georgia,0,0,0
dawson, georgia,0,0,0
monroe, georgia,0,0,0
randolph, georgia,2,2,2
clinch, georgia,0,0,0
lincoln, georgia,0,0,0
lumpkin, georgia,0,0,0
butts, georgia,0,0,0
chattooga, georgia,0,0,0
twiggs, georgia,0,0,0
denver, colorado,7,7,8
eagle, colorado,0,0,0
el paso, colorado,2,1,1
jefferson, colorado,1,1,1
arapahoe, colorado,7,7,8
weld, colorado,3,3,3
boulder, colorado,1,1,1
douglas, colorado,1,1,1
larimer, colorado,0,0,0
gunnison, colorado,0,0,0
adams, colorado,4,4,4
pitkin, colorado,0,0,0
garfield, colorado,0,0,0
summit, colorado,0,0,0
pueblo, colorado,0,0,0
routt, colorado,0,0,0
clear creek, colorado,0,0,0
chaffee, colorado,0,0,0
elbert, colorado,0,0,0
mesa, colorado,0,0,0
grand, colorado,0,0,0
morgan, colorado,1,1,1
crowley, colorado,0,0,0
broomfield, colorado,0,0,0
park, colorado,0,0,0
yuma, colorado,0,0,0
hinsdale, colorado,0,0,0
montrose, colorado,1,1,1
san miguel, colorado,0,0,0
montgomery, pennsylvania,23,26,29
philadelphia, pennsylvania,37,38,39
delaware, pennsylvania,11,12,13
allegheny, pennsylvania,7,8,8
bucks, pennsylvania,11,12,14
monroe, pennsylvania,3,3,3
chester, pennsylvania,7,8,9
northampton, pennsylvania,3,3,3
lehigh, pennsylvania,4,5,5
berks, pennsylvania,9,10,11
cumberland, pennsylvania,0,0,0
york, pennsylvania,1,2,2
washington, pennsylvania,0,0,0
luzerne, pennsylvania,4,5,5
lancaster, pennsylvania,16,17,19
lackawanna, pennsylvania,5,5,6
adams, pennsylvania,0,0,0
westmoreland, pennsylvania,2,2,3
pike, pennsylvania,1,1,1
beaver, pennsylvania,4,5,5
lebanon, pennsylvania,1,1,1
wayne, pennsylvania,0,0,0
erie, pennsylvania,0,0,0
franklin, pennsylvania,1,2,2
centre, pennsylvania,0,0,0
potter, pennsylvania,0,0,0
butler, pennsylvania,0,0,0
dauphin, pennsylvania,1,1,1
montour, pennsylvania,0,0,0
columbia, pennsylvania,1,1,1
fayette, pennsylvania,0,0,0
schuylkill, pennsylvania,1,1,1
mercer, pennsylvania,0,0,0
davidson, tennessee,1,1,1
shelby, tennessee,3,3,3
williamson, tennessee,0,0,0
sumner, tennessee,1,1,0
hamilton, tennessee,0,0,0
rutherford, tennessee,0,0,0
putnam, tennessee,0,0,1
knox, tennessee,0,0,0
tipton, tennessee,0,0,0
cheatham, tennessee,0,0,0
dickson, tennessee,0,0,0
robertson, tennessee,0,0,0
fayette, tennessee,0,0,0
montgomery, tennessee,0,0,0
monroe, tennessee,0,0,0
jefferson, tennessee,0,0,0
campbell, tennessee,0,0,0
cumberland, tennessee,0,0,0
dyer, tennessee,0,0,0
wilson, tennessee,0,0,0
carroll, tennessee,0,0,0
washington, tennessee,0,0,0
greene, tennessee,0,0,0
bradley, tennessee,0,0,0
hamblen, tennessee,0,0,0
maury, tennessee,0,0,0
scott, tennessee,0,0,0
sullivan, tennessee,0,0,0
sevier, tennessee,0,0,0
anderson, tennessee,0,0,0
blount, tennessee,0,0,0
gibson, tennessee,0,0,0
mcminn, tennessee,0,0,0
cocke, tennessee,0,0,0
roane, tennessee,0,0,0
chester, tennessee,0,0,0
franklin, tennessee,0,0,0
houston, tennessee,0,0,0
loudon, tennessee,0,0,0
marion, tennessee,0,0,0
perry, tennessee,0,0,0
milwaukee, wisconsin,8,8,7
dane, wisconsin,1,1,1
waukesha, wisconsin,1,1,1
fond du lac, wisconsin,0,0,0
washington, wisconsin,0,0,0
ozaukee, wisconsin,0,0,0
kenosha, wisconsin,1,1,1
sheboygan, wisconsin,0,0,0
winnebago, wisconsin,0,0,0
la crosse, wisconsin,0,0,0
columbia, wisconsin,0,0,0
racine, wisconsin,1,1,1
eau claire, wisconsin,0,0,0
brown, wisconsin,0,0,0
walworth, wisconsin,1,1,1
rock, wisconsin,0,0,0
outagamie, wisconsin,0,0,0
sauk, wisconsin,0,0,0
st. croix, wisconsin,0,0,0
jefferson, wisconsin,0,0,0
pierce, wisconsin,0,0,0
wood, wisconsin,0,0,0
calumet, wisconsin,0,0,0
bayfield, wisconsin,0,0,0
dunn, wisconsin,0,0,0
chippewa, wisconsin,0,0,0
marathon, wisconsin,0,0,0
douglas, wisconsin,0,0,0
green, wisconsin,0,0,0
cuyahoga, ohio,5,5,5
franklin, ohio,2,3,3
summit, ohio,1,2,2
lorain, ohio,2,2,2
hamilton, ohio,3,3,3
mahoning, ohio,3,3,3
butler, ohio,0,0,0
miami, ohio,0,0,0
stark, ohio,2,2,2
medina, ohio,1,1,1
lucas, ohio,2,2,2
lake, ohio,0,0,0
delaware, ohio,0,0,0
montgomery, ohio,0,0,0
clermont, ohio,0,0,0
trumbull, ohio,1,1,1
warren, ohio,1,1,2
belmont, ohio,1,1,1
tuscarawas, ohio,0,0,0
geauga, ohio,1,1,1
coshocton, ohio,0,0,0
ashtabula, ohio,1,1,1
defiance, ohio,0,0,0
columbiana, ohio,1,1,1
darke, ohio,0,0,0
huron, ohio,0,0,0
ashland, ohio,0,0,0
clark, ohio,0,0,0
richland, ohio,0,0,0
marion, ohio,0,0,0
licking, ohio,0,0,0
union, ohio,0,0,0
erie, ohio,0,0,0
gallia, ohio,0,0,0
madison, ohio,0,0,0
carroll, ohio,0,0,0
clinton, ohio,0,0,0
greene, ohio,0,0,0
hancock, ohio,0,0,0
portage, ohio,2,2,2
wood, ohio,1,2,2
washington, ohio,1,1,1
knox, ohio,0,0,0
fairfield, connecticut,42,44,45
hartford, connecticut,41,45,48
new haven, connecticut,30,31,33
tolland, connecticut,1,1,2
litchfield, connecticut,6,6,6
middlesex, connecticut,4,4,5
new london, connecticut,1,1,1
windham, connecticut,0,0,0
mecklenburg, north carolina,3,4,4
wake, north carolina,1,1,2
durham, north carolina,1,1,1
forsyth, north carolina,0,0,0
union, north carolina,1,1,1
guilford, north carolina,1,1,1
harnett, north carolina,0,0,0
cabarrus, north carolina,0,0,1
brunswick, north carolina,0,0,0
iredell, north carolina,0,0,0
orange, north carolina,0,0,0
carteret, north carolina,0,0,0
new hanover, north carolina,0,0,1
buncombe, north carolina,0,0,0
cherokee, north carolina,0,0,0
franklin, north carolina,1,2,2
chatham, north carolina,0,0,0
johnston, north carolina,1,1,1
onslow, north carolina,0,0,0
wilson, north carolina,1,1,1
gaston, north carolina,0,0,0
pitt, north carolina,0,0,0
cumberland, north carolina,1,1,1
craven, north carolina,0,0,0
watauga, north carolina,0,0,0
moore, north carolina,1,1,1
rowan, north carolina,2,2,2
alamance, north carolina,0,0,0
wayne, north carolina,1,1,1
sampson, north carolina,0,0,0
lincoln, north carolina,0,0,0
hoke, north carolina,0,0,0
davidson, north carolina,0,0,0
pasquotank, north carolina,0,0,0
lee, north carolina,0,0,0
catawba, north carolina,0,0,0
chowan, north carolina,0,0,0
henderson, north carolina,1,1,1
robeson, north carolina,0,0,0
hyde, north carolina,0,0,0
granville, north carolina,1,1,1
davie, north carolina,0,0,0
montgomery, north carolina,0,0,0
nash, north carolina,0,0,0
scotland, north carolina,0,0,0
montgomery, maryland,11,12,13
prince george's, maryland,10,10,10
baltimore, maryland,6,6,6
baltimore city, maryland,6,6,6
howard, maryland,1,1,1
anne arundel, maryland,5,5,5
harford, maryland,1,1,1
charles, maryland,2,2,3
carroll, maryland,2,2,2
calvert, maryland,0,0,0
wicomico, maryland,0,0,0
worcester, maryland,0,0,0
talbot, maryland,0,0,0
frederick, maryland,3,3,4
caroline, maryland,0,0,0
queen anne's, maryland,0,0,0
somerset, maryland,0,0,0
washington, maryland,0,0,0
st. mary's, maryland,1,1,1
james city, virginia,0,0,0
fairfax, virginia,3,3,3
arlington, virginia,2,3,3
prince william, virginia,0,0,0
virginia beach, virginia,1,1,1
loudoun, virginia,0,0,0
chesterfield, virginia,0,0,0
henrico, virginia,7,7,8
richmond, virginia,0,0,0
alexandria, virginia,1,1,1
stafford, virginia,0,0,0
york, virginia,0,0,0
williamsburg, virginia,0,0,0
charlottesville, virginia,0,0,0
norfolk, virginia,0,0,0
spotsylvania, virginia,0,0,0
goochland, virginia,0,0,0
albemarle, virginia,0,0,0
gloucester, virginia,0,0,0
newport news, virginia,0,0,0
lee, virginia,0,0,0
rockingham, virginia,0,0,0
culpeper, virginia,0,0,0
hanover, virginia,0,0,0
prince edward, virginia,0,0,0
harrisonburg, virginia,0,0,0
charles city, virginia,0,0,0
botetourt, virginia,0,0,0
suffolk, virginia,0,0,0
accomack, virginia,0,0,0
mecklenburg, virginia,0,0,0
rockbridge, virginia,0,0,0
isle of wight, virginia,0,0,0
franklin, virginia,0,0,0
danville, virginia,0,0,0
bedford, virginia,0,0,0
amherst, virginia,0,0,0
fluvanna, virginia,0,0,0
louisa, virginia,0,0,0
hinds, mississippi,1,1,1
desoto, mississippi,0,0,0
harrison, mississippi,0,0,0
forrest, mississippi,0,0,0
pearl river, mississippi,1,1,1
madison, mississippi,0,0,0
leflore, mississippi,1,1,1
coahoma, mississippi,0,0,0
tippah, mississippi,0,0,0
rankin, mississippi,0,0,0
holmes, mississippi,0,0,0
lee, mississippi,0,0,0
jackson, mississippi,0,0,0
lafayette, mississippi,0,0,0
copiah, mississippi,0,0,0
hancock, mississippi,0,0,0
lincoln, mississippi,1,0,0
lowndes, mississippi,0,0,0
bolivar, mississippi,0,0,0
wilkinson, mississippi,0,0,0
franklin, mississippi,0,0,0
marshall, mississippi,0,0,0
pike, mississippi,0,0,0
itawamba, mississippi,0,0,0
washington, mississippi,0,0,0
monroe, mississippi,1,1,1
walthall, mississippi,0,0,0
winston, mississippi,0,0,0
lawrence, mississippi,0,0,0
grenada, mississippi,0,0,0
panola, mississippi,0,0,0
tunica, mississippi,0,0,0
oktibbeha, mississippi,0,0,0
sunflower, mississippi,0,0,0
perry, mississippi,0,0,0
jones, mississippi,0,0,0
smith, mississippi,0,0,0
yazoo, mississippi,0,0,0
humphreys, mississippi,0,0,0
webster, mississippi,0,0,0
adams, mississippi,1,1,1
clay, mississippi,0,0,0
george, mississippi,0,0,0
attala, mississippi,0,0,0
leake, mississippi,0,0,0
simpson, mississippi,0,0,0
union, mississippi,0,0,0
chickasaw, mississippi,0,0,0
montgomery, mississippi,0,0,0
pontotoc, mississippi,0,0,0
scott, mississippi,0,0,0
tate, mississippi,0,0,0
marion, indiana,14,14,13
hamilton, indiana,3,3,3
johnson, indiana,3,3,3
lake, indiana,4,4,5
hendricks, indiana,1,1,1
st. joseph, indiana,1,1,1
howard, indiana,0,0,0
bartholomew, indiana,1,1,1
franklin, indiana,0,0,0
clark, indiana,1,0,0
allen, indiana,3,3,3
elkhart, indiana,0,0,0
boone, indiana,2,2,3
floyd, indiana,1,1,1
laporte, indiana,0,0,0
tippecanoe, indiana,0,0,0
madison, indiana,2,3,3
vigo, indiana,0,0,0
grant, indiana,0,0,0
delaware, indiana,1,1,1
hancock, indiana,0,0,0
noble, indiana,0,0,1
adams, indiana,0,0,0
wells, indiana,0,0,0
fayette, indiana,0,0,0
jennings, indiana,0,0,0
wayne, indiana,0,0,0
owen, indiana,0,0,0
vanderburgh, indiana,0,0,0
shelby, indiana,1,1,1
scott, indiana,0,0,0
greene, indiana,0,0,1
monroe, indiana,1,1,1
miami, indiana,0,0,0
tipton, indiana,0,0,0
putnam, indiana,0,0,0
morgan, indiana,0,0,0
ripley, indiana,0,0,0
washington, indiana,0,0,0
dubois, indiana,0,0,0
kershaw, south carolina,0,0,0
richland, south carolina,0,0,0
greenville, south carolina,1,1,0
beaufort, south carolina,0,0,0
charleston, south carolina,0,0,0
lexington, south carolina,0,0,0
horry, south carolina,0,0,0
anderson, south carolina,0,0,0
lancaster, south carolina,0,0,0
darlington, south carolina,0,0,0
york, south carolina,0,0,0
sumter, south carolina,0,0,0
orangeburg, south carolina,0,0,0
greenwood, south carolina,0,0,0
spartanburg, south carolina,0,0,0
berkeley, south carolina,0,0,0
fairfield, south carolina,0,0,0
calhoun, south carolina,0,0,0
dorchester, south carolina,0,0,0
lee, south carolina,0,0,0
abbeville, south carolina,0,0,0
saluda, south carolina,0,0,0
aiken, south carolina,0,0,0
clarendon, south carolina,1,1,1
florence, south carolina,0,0,0
pickens, south carolina,0,0,0
colleton, south carolina,0,0,0
dillon, south carolina,0,0,0
edgefield, south carolina,0,0,0
marlboro, south carolina,0,0,0
newberry, south carolina,0,0,0
hampton, south carolina,0,0,0
jasper, south carolina,0,0,0
clark, nevada,6,6,5
washoe, nevada,1,1,1
carson city, nevada,0,0,0
elko county, nevada,0,0,0
salt lake, utah,1,1,2
summit, utah,0,0,0
davis, utah,0,0,0
wasatch, utah,0,0,0
utah, utah,0,0,0
tooele, utah,0,0,0
cache, utah,0,0,0
box elder, utah,0,0,0
hennepin, minnesota,9,10,10
ramsey, minnesota,1,1,1
olmsted, minnesota,0,0,0
dakota, minnesota,0,0,0
martin, minnesota,0,0,0
carver, minnesota,0,0,0
washington, minnesota,0,0,0
mower, minnesota,0,0,0
anoka, minnesota,0,0,0
stearns, minnesota,0,0,0
blue earth, minnesota,0,0,0
wright, minnesota,0,0,0
nicollet, minnesota,0,0,0
scott, minnesota,0,0,0
steele, minnesota,0,0,0
clay, minnesota,0,0,0
dodge, minnesota,0,0,0
renville, minnesota,0,0,0
waseca, minnesota,0,0,0
benton, minnesota,0,0,0
rice, minnesota,0,0,0
chisago, minnesota,0,0,0
wabasha, minnesota,0,0,0
jackson, minnesota,0,0,0
st. louis, minnesota,1,1,1
cass, minnesota,0,0,0
jefferson, arkansas,1,1,1
pulaski, arkansas,1,1,0
garland, arkansas,0,0,0
cleburne, arkansas,0,0,0
washington, arkansas,0,0,0
faulkner, arkansas,0,0,0
saline, arkansas,0,0,0
grant, arkansas,0,0,0
bradley, arkansas,0,0,0
clark, arkansas,0,0,0
craighead, arkansas,0,0,0
independence, arkansas,0,0,0
poinsett, arkansas,0,0,0
pope, arkansas,0,0,0
searcy, arkansas,0,0,0
sevier, arkansas,0,0,0
van buren, arkansas,0,0,0
benton, arkansas,0,0,0
boone, arkansas,0,0,0
crittenden, arkansas,1,1,1
greene, arkansas,0,0,0
polk, arkansas,0,0,0
sebastian, arkansas,0,0,0
columbia, arkansas,0,0,0
conway, arkansas,0,0,0
union, arkansas,0,0,0
woodruff, arkansas,0,0,0
washington, oregon,0,0,0
marion, oregon,0,0,0
multnomah, oregon,2,2,2
linn, oregon,0,0,0
clackamas, oregon,0,0,0
deschutes, oregon,0,0,0
yamhill, oregon,0,0,0
benton, oregon,0,0,0
lane, oregon,0,0,0
jackson, oregon,0,0,0
umatilla, oregon,0,0,0
klamath, oregon,0,0,0
douglas, oregon,0,0,0
polk, oregon,0,0,0
grant, oregon,0,0,0
union, oregon,0,0,0
josephine, oregon,0,0,0
jefferson, alabama,1,1,1
shelby, alabama,0,0,0
lee, alabama,1,2,2
madison, alabama,0,0,0
tuscaloosa, alabama,0,0,0
elmore, alabama,0,0,0
montgomery, alabama,0,0,0
st. clair, alabama,0,0,0
baldwin, alabama,0,0,0
chambers, alabama,1,1,1
mobile, alabama,3,3,4
lauderdale, alabama,0,0,0
cullman, alabama,0,0,0
limestone, alabama,0,0,0
calhoun, alabama,0,0,1
talladega, alabama,0,0,0
walker, alabama,0,0,0
jackson, alabama,0,0,0
lamar, alabama,0,0,0
washington, alabama,0,0,0
marion, alabama,0,0,0
maricopa, arizona,5,5,5
pima, arizona,5,6,6
pinal, arizona,1,1,1
coconino, arizona,2,2,2
navajo, arizona,1,1,2
yavapai, arizona,0,0,0
apache, arizona,1,1,1
graham, arizona,0,0,0
santa cruz, arizona,0,0,0
yuma, arizona,0,0,0
cochise, arizona,0,0,0
jefferson, kentucky,5,5,5
fayette, kentucky,0,0,0
harrison, kentucky,0,0,0
montgomery, kentucky,0,0,0
clark, kentucky,0,0,0
bourbon, kentucky,0,0,0
henderson, kentucky,0,0,0
warren, kentucky,0,0,0
pulaski, kentucky,0,0,0
nelson, kentucky,0,0,0
lyon, kentucky,0,0,0
kenton, kentucky,1,1,1
daviess, kentucky,0,0,0
anderson, kentucky,0,0,0
calloway, kentucky,0,0,0
christian, kentucky,0,0,0
franklin, kentucky,0,0,0
hardin, kentucky,0,0,0
oldham, kentucky,0,0,0
st. louis, missouri,8,8,8
boone, missouri,0,0,0
greene, missouri,0,0,0
st. louis city, missouri,4,4,4
jackson, missouri,1,1,1
cass, missouri,1,1,1
cole, missouri,0,0,0
st. charles, missouri,1,2,2
christian, missouri,0,0,0
henry, missouri,0,0,0
scott, missouri,0,0,0
pulaski, missouri,0,0,0
dunklin, missouri,0,0,0
jasper, missouri,0,0,0
adair, missouri,0,0,0
johnson, missouri,0,0,0
bates, missouri,0,0,0
johnson, iowa,0,0,0
polk, iowa,2,2,2
dallas, iowa,0,0,0
allamakee, iowa,0,0,0
